Athlete Name,Country,Gold_medals,Silver_medals,Bronze_medals,Total_medals,Year,Season
Katherine Grainger,Great Britain,1,0,0,1,2012,summer
Ben Maher,Great Britain,1,0,0,1,2012,summer
Geraint Thomas,Great Britain,1,0,0,1,2012,summer
Steven Burke,Great Britain,1,0,0,1,2012,summer
Greg Rutherford,Great Britain,1,0,0,1,2012,summer
Nick Skelton,Great Britain,1,0,0,1,2012,summer
Carl Hester,Great Britain,1,0,0,1,2012,summer
Bradley Wiggins,Great Britain,1,0,0,1,2012,summer
Ben Ainslie,Great Britain,1,0,0,1,2012,summer
Philipp Wende,Germany,1,0,0,1,2012,summer
Kristina Vogel,Germany,1,0,0,1,2012,summer
Karl Schulze,Germany,1,0,0,1,2012,summer
Miriam Welte,Germany,1,0,0,1,2012,summer
Dirk Schrade,Germany,1,0,0,1,2012,summer
Lauritz Schoof,Germany,1,0,0,1,2012,summer
Martin Sauer,Germany,1,0,0,1,2012,summer
Maximilian Reinelt,Germany,1,0,0,1,2012,summer
Lukas Müller,Germany,1,0,0,1,2012,summer
Florian Mennigen,Germany,1,0,0,1,2012,summer
Kurt Kuschela,Germany,1,0,0,1,2012,summer
Andreas Kuffner,Germany,1,0,0,1,2012,summer
Peter Kretschmer,Germany,1,0,0,1,2012,summer
Eric Johannesen,Germany,1,0,0,1,2012,summer
Tim Grohmann,Germany,1,0,0,1,2012,summer
Sebastian Brendel,Germany,1,0,0,1,2012,summer
Philipp Adamski,Germany,1,0,0,1,2012,summer
Robert Harting,Germany,1,0,0,1,2012,summer
Julius Brink,Germany,1,0,0,1,2012,summer
Peter Thomsen,Germany,1,0,0,1,2012,summer
Richard Schmidt,Germany,1,0,0,1,2012,summer
Kristof Wilke,Germany,1,0,0,1,2012,summer
Ingrid Klimke,Germany,1,0,0,1,2012,summer
Jonas Reckermann,Germany,1,0,0,1,2012,summer
Lasha Shavdatuashvili,Georgia,1,0,0,1,2012,summer
William Meynard,France,1,0,0,1,2012,summer
Florent Manaudou,France,1,0,0,1,2012,summer
Julie Bresset,France,1,0,0,1,2012,summer
Renaud Lavillenie,France,1,0,0,1,2012,summer
Fabien Gilot,France,1,0,0,1,2012,summer
Alain Bernard,France,1,0,0,1,2012,summer
Teddy Riner,France,1,0,0,1,2012,summer
Lucie Decosse,France,1,0,0,1,2012,summer
Emilie Fer,France,1,0,0,1,2012,summer
Tony Estanguet,France,1,0,0,1,2012,summer
Lasse Hansen,Denmark,1,0,0,1,2012,summer
Mads Rasmussen,Denmark,1,0,0,1,2012,summer
Rasmus Quist,Denmark,1,0,0,1,2012,summer
Barbora Spotáková,Czechia,1,0,0,1,2012,summer
Jaroslav Kulhavý,Czechia,1,0,0,1,2012,summer
David Svoboda,Czechia,1,0,0,1,2012,summer
Mirka Topinkova Knapkova,Czechia,1,0,0,1,2012,summer
Giovanni Cernogoraz,Croatia,1,0,0,1,2012,summer
Sandra Perkovic,Croatia,1,0,0,1,2012,summer
Guo Weiyang,China,1,0,0,1,2012,summer
Wang Hao,China,1,0,0,1,2012,summer
Luo Yu,China,1,0,0,1,2012,summer
Cao Yuan,China,1,0,0,1,2012,summer
Chen Ding,China,1,0,0,1,2012,summer
Zhang Yan,China,1,0,0,1,2012,summer
Li Xueying,China,1,0,0,1,2012,summer
Li Xuerui,China,1,0,0,1,2012,summer
Lu Xiaojun,China,1,0,0,1,2012,summer
Yi Siling,China,1,0,0,1,2012,summer
Lin Qingfeng,China,1,0,0,1,2012,summer
Tian Qing,China,1,0,0,1,2012,summer
Zhou Lulu,China,1,0,0,1,2012,summer
Zhang Jike,China,1,0,0,1,2012,summer
Zhang Chenglong,China,1,0,0,1,2012,summer
Cai Yun,China,1,0,0,1,2012,summer
Jiao Liuyang,China,1,0,0,1,2012,summer
Fu Haifeng,China,1,0,0,1,2012,summer
Lin Dan,China,1,0,0,1,2012,summer
Li Xiaoxia,China,1,0,0,1,2012,summer
Dong Dong,China,1,0,0,1,2012,summer
Wu Jingyu,China,1,0,0,1,2012,summer
Lei Sheng,China,1,0,0,1,2012,summer
Deng Linlin,China,1,0,0,1,2012,summer
Xu Lijia,China,1,0,0,1,2012,summer
Guo Wenjun,China,1,0,0,1,2012,summer
Zou Shiming,China,1,0,0,1,2012,summer
Wang Mingjuan,China,1,0,0,1,2012,summer
Zhang Nan,China,1,0,0,1,2012,summer
Rosannagh MacLennan,Canada,1,0,0,1,2012,summer
Arthur Zanetti,Brazil,1,0,0,1,2012,summer
Sarah Menezes,Brazil,1,0,0,1,2012,summer
Max Mirnyi,Belarus,1,0,0,1,2012,summer
Sergei Martynov,Belarus,1,0,0,1,2012,summer
Sharif Sharifov,Azerbaijan,1,0,0,1,2012,summer
Toghrul Asgarov,Azerbaijan,1,0,0,1,2012,summer
Sally Pearson,Australia,1,0,0,1,2012,summer
Yolane Kukla,Australia,1,0,0,1,2012,summer
Iain Jensen,Australia,1,0,0,1,2012,summer
Libby Trickett,Australia,1,0,0,1,2012,summer
Murray Stewart,Australia,1,0,0,1,2012,summer
Mathew Belcher,Australia,1,0,0,1,2012,summer
Tate Smith,Australia,1,0,0,1,2012,summer
Tom Slingsby,Australia,1,0,0,1,2012,summer
Malcolm Page,Australia,1,0,0,1,2012,summer
David Smith,Australia,1,0,0,1,2012,summer
Nathan Outteridge,Australia,1,0,0,1,2012,summer
Jacob Clear,Australia,1,0,0,1,2012,summer
Cate Campbell,Australia,1,0,0,1,2012,summer
Sebastián Crismanich,Argentina,1,0,0,1,2012,summer
Ivana Andjušic Maksimovic,Serbia Republic,0,1,0,1,2012,summer
Choi Young-Rae,South Korea,0,1,0,1,2012,summer
Han Soon-Chul,South Korea,0,1,0,1,2012,summer
Kim Jong-Hyun,South Korea,0,1,0,1,2012,summer
Lee Dae-Hoon,South Korea,0,1,0,1,2012,summer
Rigoberto Urán,Colombia,0,1,0,1,2012,summer
Caterine Ibargüen,Colombia,0,1,0,1,2012,summer
Oscar Figueroa,Colombia,0,1,0,1,2012,summer
Habiba Ghribi,Tunisia,0,1,0,1,2012,summer
Fernando Pimenta,Portugal,0,1,0,1,2012,summer
Emanuel Silva,Portugal,0,1,0,1,2012,summer
Lee Chong Wei,Malaysia,0,1,0,1,2012,summer
,Indonesia,0,1,0,1,2012,summer
Erick Barrondo,Guatemala,0,1,0,1,2012,summer
Anthony Obame Mylann,Gabon,0,1,0,1,2012,summer
Dejen Gebremeskel,Ethiopia,0,1,0,1,2012,summer
Alaaeldin Abouelkassem,Egypt,0,1,0,1,2012,summer
Karam Gaber,Egypt,0,1,0,1,2012,summer
Luguelín Santos,Dominican Republic,0,1,0,1,2012,summer
Asley Gonzalez,Cuba,0,1,0,1,2012,summer
Yarisley Silva,Cuba,0,1,0,1,2012,summer
Yanet Bermoy,Cuba,0,1,0,1,2012,summer
Nijel Amos,Botswana,0,1,0,1,2012,summer
Jeffery Demps,United States,0,1,0,1,2012,summer
Ryan Bailey,United States,0,1,0,1,2012,summer
Jimmy Feigen,United States,0,1,0,1,2012,summer
Dotsie Bausch,United States,0,1,0,1,2012,summer
Brigetta Barrett,United States,0,1,0,1,2012,summer
Haley Anderson,United States,0,1,0,1,2012,summer
Jacob Wukie,United States,0,1,0,1,2012,summer
Michael Tinsley,United States,0,1,0,1,2012,summer
Lauren Tamayo,United States,0,1,0,1,2012,summer
April Ross,United States,0,1,0,1,2012,summer
Bryshon Nellum,United States,0,1,0,1,2012,summer
Manteo Mitchell,United States,0,1,0,1,2012,summer
Tony McQuay,United States,0,1,0,1,2012,summer
Joshua Mance,United States,0,1,0,1,2012,summer
Jacob Linde-Kaminski,United States,0,1,0,1,2012,summer
Erik Kynard,United States,0,1,0,1,2012,summer
Trell Kimmons,United States,0,1,0,1,2012,summer
Jennifer Kessy,United States,0,1,0,1,2012,summer
Abby Johnston,United States,0,1,0,1,2012,summer
Leonel Manzano,United States,0,1,0,1,2012,summer
Tyson Gay,United States,0,1,0,1,2012,summer
Galen Rupp,United States,0,1,0,1,2012,summer
Dawn Harper,United States,0,1,0,1,2012,summer
Trey Hardee,United States,0,1,0,1,2012,summer
Kelci Bryant,United States,0,1,0,1,2012,summer
Brady Ellison,United States,0,1,0,1,2012,summer
Jason Richardson,United States,0,1,0,1,2012,summer
Lashinda Demus,United States,0,1,0,1,2012,summer
Darvis Patton,United States,0,1,0,1,2012,summer
Jason Lezak,United States,0,1,0,1,2012,summer
Jennie Reed,United States,0,1,0,1,2012,summer
Angelo Taylor,United States,0,1,0,1,2012,summer
Oleksandr Pyatnytsya,Ukraine,0,1,0,1,2012,summer
Denys Berinchyk,Ukraine,0,1,0,1,2012,summer
Valeri Andriitsev,Ukraine,0,1,0,1,2012,summer
Nur Tatar,Turkey,0,1,0,1,2012,summer
Gamze Bulut,Turkey,0,1,0,1,2012,summer
Pimsiri Sirikaew,Thailand,0,1,0,1,2012,summer
Kaeo Pongprayoon,Thailand,0,1,0,1,2012,summer
Hsu Shu-Ching,Taiwan (Chinese Taipei),0,1,0,1,2012,summer
Nino Schurter,Switzerland,0,1,0,1,2012,summer
Roger Federer,Switzerland,0,1,0,1,2012,summer
Håkan Dahlby,Sweden,0,1,0,1,2012,summer
Lisa Nordén,Sweden,0,1,0,1,2012,summer
Sara Algotsson Ostholt,Sweden,0,1,0,1,2012,summer
Javier Gómez,Spain,0,1,0,1,2012,summer
Brigitte Yagüe,Spain,0,1,0,1,2012,summer
Nicolás García,Spain,0,1,0,1,2012,summer
Saul Craviotto,Spain,0,1,0,1,2012,summer
David Cal,Spain,0,1,0,1,2012,summer
Caster Semenya,South Africa,0,1,0,1,2012,summer
Primoz Kozmus,Slovenia,0,1,0,1,2012,summer
Zuzana Stefeceková,Slovakia,0,1,0,1,2012,summer
Elena Sokolova,Russia,0,1,0,1,2012,summer
Evgeniy Kuznetsov,Russia,0,1,0,1,2012,summer
Rustam Totrov,Russia,0,1,0,1,2012,summer
Nadezhda Torlopova,Russia,0,1,0,1,2012,summer
Yevgeniya Kolodko,Russia,0,1,0,1,2012,summer
Sophia Velikaia,Russia,0,1,0,1,2012,summer
Dmitrii Ushakov,Russia,0,1,0,1,2012,summer
Sofia Ochigava,Russia,0,1,0,1,2012,summer
Alexandr Mikhaylin,Russia,0,1,0,1,2012,summer
Antonina Krivoshapka,Russia,0,1,0,1,2012,summer
Tatiana Kashirina,Russia,0,1,0,1,2012,summer
Anastasia Grishina,Russia,0,1,0,1,2012,summer
Daria Dmitrieva,Russia,0,1,0,1,2012,summer
Ksenia Afanaseva,Russia,0,1,0,1,2012,summer
Apti Aukhadov,Russia,0,1,0,1,2012,summer
Anastasiya Kapachinskaya,Russia,0,1,0,1,2012,summer
Darya Pishchalnikova,Russia,0,1,0,1,2012,summer
Maria Sharapova,Russia,0,1,0,1,2012,summer
Olga Kaniskina,Russia,0,1,0,1,2012,summer
Yulia Gushchina,Russia,0,1,0,1,2012,summer
Svetlana Tsarukaeva,Russia,0,1,0,1,2012,summer
Anastasiia Fesikova,Russia,0,1,0,1,2012,summer
Besik Kudukhov,Russia,0,1,0,1,2012,summer
Tatyana Firova,Russia,0,1,0,1,2012,summer
Alexandr Ivanov,Russia,0,1,0,1,2012,summer
Natalya Nazarova,Russia,0,1,0,1,2012,summer
Natalia Zabolotnaia,Russia,0,1,0,1,2012,summer
Evgeny Korotyshkin,Russia,0,1,0,1,2012,summer
Corina Caprioriu,Romania,0,1,0,1,2012,summer
Alina Dumitru,Romania,0,1,0,1,2012,summer
Roxana Cocos,Romania,0,1,0,1,2012,summer
Jamie Yusept Espinal,Puerto Rico,0,1,0,1,2012,summer
Sylwia Bogacka,Poland,0,1,0,1,2012,summer
Anita Wlodarczyk,Poland,0,1,0,1,2012,summer
Bartosz Piasecki,Norway,0,1,0,1,2012,summer
Blair Tuke,New Zealand,0,1,0,1,2012,summer
Peter Burling,New Zealand,0,1,0,1,2012,summer
Sarah Walker,New Zealand,0,1,0,1,2012,summer
Jur Vrieling,Netherlands,0,1,0,1,2012,summer
Marc Houtzager,Netherlands,0,1,0,1,2012,summer
Femke Heemskerk,Netherlands,0,1,0,1,2012,summer
Inge Dekker,Netherlands,0,1,0,1,2012,summer
Marit Bouwmeester,Netherlands,0,1,0,1,2012,summer
Christian Kukuk,Germany,0,1,0,1,2012,summer
Hinkelien Schreuder,Netherlands,0,1,0,1,2012,summer
Tuvshinbayar Naidan,Mongolia,0,1,0,1,2012,summer
Tugstsogt Nyambayar,Mongolia,0,1,0,1,2012,summer
Alejandra Orozco,Mexico,0,1,0,1,2012,summer
Ivan Garcia,Mexico,0,1,0,1,2012,summer
Aida Roman,Mexico,0,1,0,1,2012,summer
Germán Sánchez,Mexico,0,1,0,1,2012,summer
Paola Espinosa,Mexico,0,1,0,1,2012,summer
Jevgenij Shuklin,Lithuania,0,1,0,1,2012,summer
Abel Kirui,Kenya,0,1,0,1,2012,summer
Sally Kipyego,United States,0,1,0,1,2012,summer
Priscah Jeptoo,Kenya,0,1,0,1,2012,summer
Adilbek Niyazymbetov,Kazakhstan,0,1,0,1,2012,summer
Reika Kakiiwa,Japan,0,1,0,1,2012,summer
Koji Yamamuro,Japan,0,1,0,1,2012,summer
Yusuke Tanaka,Japan,0,1,0,1,2012,summer
Kazuhito Tanaka,Japan,0,1,0,1,2012,summer
Mika Sugimoto,Japan,0,1,0,1,2012,summer
Riki Nakaya,Japan,0,1,0,1,2012,summer
Ryohei Kato,Japan,0,1,0,1,2012,summer
Mizuki Fujii,Japan,0,1,0,1,2012,summer
Takaharu Furukawa,Japan,0,1,0,1,2012,summer
Hiroaki Hiraoka,Japan,0,1,0,1,2012,summer
Takuro Fujii,Japan,0,1,0,1,2012,summer
Hiromi Miyake,Japan,0,1,0,1,2012,summer
Kosuke Kitajima,Japan,0,1,0,1,2012,summer
Schillonie Calvert,Jamaica,0,1,0,1,2012,summer
Samantha Henry-Robinson,Jamaica,0,1,0,1,2012,summer
Kerron Stewart,Jamaica,0,1,0,1,2012,summer
Sherone Simpson,Jamaica,0,1,0,1,2012,summer
Arianna Errigo,Italy,0,1,0,1,2012,summer
Luca Tesconi,Italy,0,1,0,1,2012,summer
Massimo Fabbrizi,Italy,0,1,0,1,2012,summer
Romano Battisti,Italy,0,1,0,1,2012,summer
Diego Occhiuzzi,Italy,0,1,0,1,2012,summer
Clemente Russo,Italy,0,1,0,1,2012,summer
Roberto Cammarelle,Italy,0,1,0,1,2012,summer
Alessio Sartori,Italy,0,1,0,1,2012,summer
John Joe Nevin,Ireland,0,1,0,1,2012,summer
Mohammad Bagheri,Iran,0,1,0,1,2012,summer
Sadegh Goudarzi,Iran,0,1,0,1,2012,summer
Sajjad Anoushirvani Hamlabad,Iran,0,1,0,1,2012,summer
Navab Nasirshelal,Iran,0,1,0,1,2012,summer
Ehsan Hadadi,Iran,0,1,0,1,2012,summer
Vijay Kumar,India,0,1,0,1,2012,summer
Sushil Kumar,India,0,1,0,1,2012,summer
David Tóth,Hungary,0,1,0,1,2012,summer
Daniel Paumann,Hungary,0,1,0,1,2012,summer
Tamás Lörincz,Hungary,0,1,0,1,2012,summer
Tamas Kulifai,Hungary,0,1,0,1,2012,summer
Miklós Ungvari,Hungary,0,1,0,1,2012,summer
Zoltán Kammerer,Hungary,0,1,0,1,2012,summer
Tina Cook,Great Britain,0,1,0,1,2012,summer
Mary Thomson-King,Great Britain,0,1,0,1,2012,summer
Luke Patience,Great Britain,0,1,0,1,2012,summer
Hannah Mills,Great Britain,0,1,0,1,2012,summer
Nicola Wilson,Great Britain,0,1,0,1,2012,summer
Laura Robson,Great Britain,0,1,0,1,2012,summer
Zara Phillips,Great Britain,0,1,0,1,2012,summer
Samantha Murray,Great Britain,0,1,0,1,2012,summer
Michael Jamieson,Great Britain,0,1,0,1,2012,summer
Richard Hounslow,Great Britain,0,1,0,1,2012,summer
Gemma Gibbons,Great Britain,0,1,0,1,2012,summer
Fred Evans,Great Britain,0,1,0,1,2012,summer
Peter Chambers,Great Britain,0,1,0,1,2012,summer
Stuart Bithell,Great Britain,0,1,0,1,2012,summer
Chris Bartley,Great Britain,0,1,0,1,2012,summer
Elizabeth Denigan,Great Britain,0,1,0,1,2012,summer
Saskia Clark,Great Britain,0,1,0,1,2012,summer
Andrew Simpson,Great Britain,0,1,0,1,2012,summer
Iain Percy,Great Britain,0,1,0,1,2012,summer
Nick Dempsey,Great Britain,0,1,0,1,2012,summer
Robert Williams,Great Britain,0,1,0,1,2012,summer
Zac Purchase,Great Britain,0,1,0,1,2012,summer
Mark Hunter,Great Britain,0,1,0,1,2012,summer
Richard Chambers,Great Britain,0,1,0,1,2012,summer
David Florence,Great Britain,0,1,0,1,2012,summer
Christine Ohuruogu,Great Britain,0,1,0,1,2012,summer
William Fox-Pitt,Great Britain,0,1,0,1,2012,summer
Kristina Bröring-Sprehe,Germany,0,1,0,1,2012,summer
Dorothee Schneider,Germany,0,1,0,1,2012,summer
Björn Otto,Germany,0,1,0,1,2012,summer
Kersten Thiele,Germany,0,1,0,1,2012,summer
Sideris Tasiadis,Germany,0,1,0,1,2012,summer
David Storl,Germany,0,1,0,1,2012,summer
Julia Richter,Germany,0,1,0,1,2012,summer
Christina Obergföll,Germany,0,1,0,1,2012,summer
Helen Langehanenberg,Germany,0,1,0,1,2012,summer
Fabian Hambüchen,Germany,0,1,0,1,2012,summer
Carina Baer,Germany,0,1,0,1,2012,summer
Tony Martin,Germany,0,1,0,1,2012,summer
Lilli Schwarzkopf,Germany,0,1,0,1,2012,summer
Ole Bischof,Germany,0,1,0,1,2012,summer
Ann-Katrin Thiele,Germany,0,1,0,1,2012,summer
Katrin Wagner-Augustin,Germany,0,1,0,1,2012,summer
Carolin Leonhardt,Germany,0,1,0,1,2012,summer
Britta Oppelt,Germany,0,1,0,1,2012,summer
Britta Heidemann,Germany,0,1,0,1,2012,summer
Thomas Lurz,Germany,0,1,0,1,2012,summer
Sabine Spitz,Germany,0,1,0,1,2012,summer
Judith Arndt,Germany,0,1,0,1,2012,summer
Vladimir Khinchegashvili,Georgia,0,1,0,1,2012,summer
Davit Modzmanashvili,Georgia,0,1,0,1,2012,summer
Revaz Lashkhi,Georgia,0,1,0,1,2012,summer
Mahiedine Mekhissi-Benabbad,France,0,1,0,1,2012,summer
Céline Goberville,France,0,1,0,1,2012,summer
Michaël D'Almeida,France,0,1,0,1,2012,summer
Jo-Wilfried Tsonga,France,0,1,0,1,2012,summer
Kévin Sireau,France,0,1,0,1,2012,summer
Bryan Coquard,France,0,1,0,1,2012,summer
Anne Caroline Graffe,France,0,1,0,1,2012,summer
Grégory Mallet,France,0,1,0,1,2012,summer
Dorian Mortelette,France,0,1,0,1,2012,summer
Germain Chardin,France,0,1,0,1,2012,summer
Michaël Llodra,France,0,1,0,1,2012,summer
Tuuli Petäjä,Finland,0,1,0,1,2012,summer
Heiki Nabi,Estonia,0,1,0,1,2012,summer
Carsten Mogensen,Denmark,0,1,0,1,2012,summer
Jonas Høgh-Christensen,Denmark,0,1,0,1,2012,summer
Anders Golding,Denmark,0,1,0,1,2012,summer
Fie Udby Erichsen,Denmark,0,1,0,1,2012,summer
Mathias Boe,Denmark,0,1,0,1,2012,summer
Lucie Hradecká,Czechia,0,1,0,1,2012,summer
Andrea Hlavácková,Czechia,0,1,0,1,2012,summer
Ondrej Synek,Czechia,0,1,0,1,2012,summer
Vavrinec Hradilek,Czechia,0,1,0,1,2012,summer
Pavlos Kontides,Cyprus,0,1,0,1,2012,summer
Martin Sinkovic,Croatia,0,1,0,1,2012,summer
Valent Sinkovic,Croatia,0,1,0,1,2012,summer
David Sain,Croatia,0,1,0,1,2012,summer
Damir Martin,Croatia,0,1,0,1,2012,summer
Sui Lu,China,0,1,0,1,2012,summer
Xu Lili,China,0,1,0,1,2012,summer
Ma Jin,China,0,1,0,1,2012,summer
Ren Cancan,China,0,1,0,1,2012,summer
Hou Yuzhuo,China,0,1,0,1,2012,summer
Fang Yuting,China,0,1,0,1,2012,summer
Wu Yiwen,China,0,1,0,1,2012,summer
Lu Ying,China,0,1,0,1,2012,summer
Wang Yihan,China,0,1,0,1,2012,summer
Chen Xiaojun,China,0,1,0,1,2012,summer
Huang Wenyi,China,0,1,0,1,2012,summer
Sun Wenyan,China,0,1,0,1,2012,summer
Chang Si,China,0,1,0,1,2012,summer
Jing Ruixue,China,0,1,0,1,2012,summer
Ding Ning,China,0,1,0,1,2012,summer
Cheng Ming,China,0,1,0,1,2012,summer
Gong Jinjie,China,0,1,0,1,2012,summer
Wu Jingbiao,China,0,1,0,1,2012,summer
Lu Haojie,China,0,1,0,1,2012,summer
Wang Hao,China,0,1,0,1,2012,summer
Qiu Bo,China,0,1,0,1,2012,summer
Cao Zhongrong,China,0,1,0,1,2012,summer
Luo Xi,China,0,1,0,1,2012,summer
Jiang Tingting,China,0,1,0,1,2012,summer
Jiang Wenwen,China,0,1,0,1,2012,summer
Huang Shanshan,China,0,1,0,1,2012,summer
Xu Chen,China,0,1,0,1,2012,summer
Xu Dongxiang,China,0,1,0,1,2012,summer
He Kexin,China,0,1,0,1,2012,summer
Xu Jing,China,0,1,0,1,2012,summer
Wei Ning,China,0,1,0,1,2012,summer
Chen Ying,China,0,1,0,1,2012,summer
Gabe Bergen,Canada,0,1,0,1,2012,summer
Lauren Wilkinson,Canada,0,1,0,1,2012,summer
Rachelle Viinberg,Canada,0,1,0,1,2012,summer
Conlin McCabe,Canada,0,1,0,1,2012,summer
Natalie Mastracci,Canada,0,1,0,1,2012,summer
Douglas Csima,Canada,0,1,0,1,2012,summer
Jeremiah Brown,Canada,0,1,0,1,2012,summer
Robert Gibson,Canada,0,1,0,1,2012,summer
Ashley Brzozowicz,Canada,0,1,0,1,2012,summer
Lesley Thompson-Willie,Canada,0,1,0,1,2012,summer
Brian Price,Canada,0,1,0,1,2012,summer
Andreanne Morin,Canada,0,1,0,1,2012,summer
Darcy Marquardt,Canada,0,1,0,1,2012,summer
Malcolm Howard,Canada,0,1,0,1,2012,summer
Janine Hanson,Canada,0,1,0,1,2012,summer
Krista Guloien,Canada,0,1,0,1,2012,summer
Ryan Cochrane,Canada,0,1,0,1,2012,summer
Andrew Byrnes,Canada,0,1,0,1,2012,summer
Adam Van Koeverden,Canada,0,1,0,1,2012,summer
Tonya Verbeek,Canada,0,1,0,1,2012,summer
Will Crothers,Canada,0,1,0,1,2012,summer
Stanka Zlateva Hristova,Bulgaria,0,1,0,1,2012,summer
Esquiva Falcão,Brazil,0,1,0,1,2012,summer
,Brazil,0,1,0,1,2012,summer
,Brazil,0,1,0,1,2012,summer
Thiago Pereira,Brazil,0,1,0,1,2012,summer
Lionel Cox,Belgium,0,1,0,1,2012,summer
Maryna Hancharova,Belarus,0,1,0,1,2012,summer
Vadzim Makhnev,Belarus,0,1,0,1,2012,summer
Aliaksandra Narkevich,Belarus,0,1,0,1,2012,summer
Nataliya Leshcyk,Belarus,0,1,0,1,2012,summer
Nastassia Ivankova,Belarus,0,1,0,1,2012,summer
Kseniya Sankovich,Belarus,0,1,0,1,2012,summer
Alina Tumilovich,Belarus,0,1,0,1,2012,summer
Andrei Bahdanovich,Belarus,0,1,0,1,2012,summer
Aliaksandr Bahdanovich,Belarus,0,1,0,1,2012,summer
Raman Piatrushenka,Belarus,0,1,0,1,2012,summer
Rovshan Bayramov,Azerbaijan,0,1,0,1,2012,summer
Maria Stadnik,Azerbaijan,0,1,0,1,2012,summer
Sam Willoughby,Australia,0,1,0,1,2012,summer
Jade Neilsen,Australia,0,1,0,1,2012,summer
Jessica Fox,Australia,0,1,0,1,2012,summer
Blair Evans,Australia,0,1,0,1,2012,summer
Brittany Broben,Australia,0,1,0,1,2012,summer
Lucinda Whitty,Australia,0,1,0,1,2012,summer
Mitchell Watt,Australia,0,1,0,1,2012,summer
Olivia Price,Australia,0,1,0,1,2012,summer
Glenn O'Shea,Australia,0,1,0,1,2012,summer
William Lockwood,Australia,0,1,0,1,2012,summer
Michael Hepburn,Australia,0,1,0,1,2012,summer
Josh Dunkley-Smith,Australia,0,1,0,1,2012,summer
Rohan Dennis,Australia,0,1,0,1,2012,summer
Nina Curtis,Australia,0,1,0,1,2012,summer
Kylie Palmer,Australia,0,1,0,1,2012,summer
James Chapman,Australia,0,1,0,1,2012,summer
Brooke Pratley,Australia,0,1,0,1,2012,summer
Jared Tallent,Australia,0,1,0,1,2012,summer
Sarah Tait,Australia,0,1,0,1,2012,summer
Kate Hornsey,Australia,0,1,0,1,2012,summer
Drew Ginn,Australia,0,1,0,1,2012,summer
Jack Bobridge,Australia,0,1,0,1,2012,summer
Angie Bainbridge,Australia,0,1,0,1,2012,summer
Leisel Jones,Australia,0,1,0,1,2012,summer
Arsen Julfalakyan,Armenia,0,1,0,1,2012,summer
Maryam Yusuf Jamal,Bahrain,0,0,1,1,2012,summer
Andrija Zlatic,Serbia Republic,0,0,1,1,2012,summer
Im Dong-Hyun,South Korea,0,0,1,1,2012,summer
Choi Byung-Chul,South Korea,0,0,1,1,2012,summer
Lee Yong-Dae,South Korea,0,0,1,1,2012,summer
Cho Jun-Ho,South Korea,0,0,1,1,2012,summer
Jung Jin-Sun,South Korea,0,0,1,1,2012,summer
Jung Jae-Sung,South Korea,0,0,1,1,2012,summer
Kim Bubmin,Federal Republic of Germany,0,0,1,1,2012,summer
Carlos Mario Oquendo,Colombia,0,0,1,1,2012,summer
Oscar Muñoz,Colombia,0,0,1,1,2012,summer
Jacqueline Renteria,Colombia,0,0,1,1,2012,summer
Yuri Alvear,Colombia,0,0,1,1,2012,summer
Feng Tianwei,Singapore,0,0,1,1,2012,summer
Mutaz Essa Barshim,Qatar,0,0,1,1,2012,summer
Nasser Al-Attiyah,Qatar,0,0,1,1,2012,summer
Pandelela Rinong,Malaysia,0,0,1,1,2012,summer
Abdalaati Iguider,Morocco,0,0,1,1,2012,summer
Abdullah Bin Metab Al Saud,Saudi Arabia,0,0,1,1,2012,summer
Ramzi Al Duhami,Saudi Arabia,0,0,1,1,2012,summer
Kamal Bahamdan,Saudi Arabia,0,0,1,1,2012,summer
Abdullah Sharbatly,Saudi Arabia,0,0,1,1,2012,summer
Eko Yuli Irawan,Indonesia,0,0,1,1,2012,summer
Tariku Bekele,Ethiopia,0,0,1,1,2012,summer
Sofia Assefa,Ethiopia,0,0,1,1,2012,summer
Robelis Despaigne,Cuba,0,0,1,1,2012,summer
Yasnier Toledo,Cuba,0,0,1,1,2012,summer
Leonel Suárez,Cuba,0,0,1,1,2012,summer
Livan Lopez,Cuba,0,0,1,1,2012,summer
Iván Cambar,Cuba,0,0,1,1,2012,summer
Lazaro Alvarez,Cuba,0,0,1,1,2012,summer
Rohullah Nikpai,Afghanistan,0,0,1,1,2012,summer
Rishod Sobirov,Uzbekistan,0,0,1,1,2012,summer
Abbos Atoev,Uzbekistan,0,0,1,1,2012,summer
Charlie Cole,United States,0,0,1,1,2012,summer
Paige McPherson,United States,0,0,1,1,2012,summer
Kristian Ipsen,United States,0,0,1,1,2012,summer
Marlen Esparza,United States,0,0,1,1,2012,summer
Natalie Dell,United States,0,0,1,1,2012,summer
Janay DeLoach,United States,0,0,1,1,2012,summer
Kellie Wells,United States,0,0,1,1,2012,summer
Coleman Scott,United States,0,0,1,1,2012,summer
Henrik Rummel,United States,0,0,1,1,2012,summer
Glenn Ochal,United States,0,0,1,1,2012,summer
Lia Neal,United States,0,0,1,1,2012,summer
Nick McCrory,United States,0,0,1,1,2012,summer
Adrienne Martelli,United States,0,0,1,1,2012,summer
Danell Leyva,United States,0,0,1,1,2012,summer
Kara Kohler,United States,0,0,1,1,2012,summer
Terrence Jennings,United States,0,0,1,1,2012,summer
Megan Kalmoe,United States,0,0,1,1,2012,summer
Georgia Gould,United States,0,0,1,1,2012,summer
Scott Gault,United States,0,0,1,1,2012,summer
